player_id,thrower_x,thrower_y,event_type,dest_x,dest_y,event_name
rpoloz,-7.38,53.61,18,-19.46,61.85,Throw (completion)
amuraoka,-0.11,56.63,18,12.8,58.28,Throw (completion)
orobinson,12.8,58.28,18,16.02,71.67,Throw (completion)
rpoloz,16.02,71.67,19,15.54,106.2,Goal
gnorrbom,8.47,20.0,18,-2.99,19.97,Throw (completion)
jmalks,-2.99,19.97,18,-12.81,21.83,Throw (completion)
jwodatch1,-1.0,25.26,18,-12.05,29.24,Throw (completion)
jmalks,-20.63,37.75,18,-17.13,48.53,Throw (completion)
tmonroe,-17.13,48.53,19,-19.26,109.15,Goal
orobinson,-15.83,14.0,18,-15.76,22.1,Throw (completion)
dmiller2,-15.76,22.1,18,-15.28,26.49,Throw (completion)
dmiller2,-11.64,25.88,18,4.49,23.95,Throw (completion)
orobinson,4.49,23.95,18,7.79,37.27,Throw (completion)
amuraoka,7.79,37.27,18,0.24,34.39,Throw (completion)
orobinson,0.24,34.39,18,-7.11,38.58,Throw (completion)
amuraoka,-4.91,49.9,19,-0.79,104.75,Goal
aroy,13.96,28.14,18,-1.62,29.93,Throw (completion)
jmalks,-1.62,29.93,18,5.52,33.7,Throw (completion)
mmcdonnel,5.52,33.7,18,-12.19,81.14,Throw (completion)
jmalks,-12.19,81.14,18,13.96,90.61,Throw (completion)
ebonnet,13.96,90.61,22,17.12,106.81,Throwaway
gnorrbom,-13.56,13.72,18,4.01,19.97,Throw (completion)
aroy,4.01,19.97,18,18.97,29.65,Throw (completion)
mmcdonnel,18.97,29.65,18,17.94,44.96,Throw (completion)
cjurek,17.94,44.96,18,18.91,57.45,Throw (completion)
jwodatch1,18.91,57.45,18,6.41,56.08,Throw (completion)
aroy,6.41,56.08,18,-7.11,53.13,Throw (completion)
tmonroe,-7.11,53.13,18,-16.44,68.03,Throw (completion)
aroy,-13.42,57.8,18,1.13,57.32,Throw (completion)
jwodatch1,15.89,63.22,18,20.83,78.39,Throw (completion)
mmcdonnel,20.83,78.39,18,22.54,88.69,Throw (completion)
tmonroe,22.54,98.69,19,23.02,107.57,Goal
orobinson,4.63,14.0,18,8.95,27.94,Throw (completion)
dmiller2,10.33,35.76,18,-1.21,51.48,Throw (completion)
orobinson,-1.21,51.48,18,-0.93,44.62,Throw (completion)
amuraoka,-0.93,44.62,18,-10.88,48.32,Throw (completion)
amuraoka,-2.72,47.29,18,9.09,64.18,Throw (completion)
gmckee,9.09,64.18,18,12.04,72.9,Throw (completion)
dmiller2,12.04,72.9,19,-18.02,106.4,Goal
aroy,0.0,40.0,18,15.47,46.75,Throw (completion)
jwodatch1,22.54,74.0,22,6.08,87.25,Throwaway
aroy,18.77,20.0,18,0.65,19.49,Throw (completion)
gnorrbom,0.65,19.49,18,-9.65,22.99,Throw (completion)
mmcdonnel,-9.65,22.99,18,-12.33,11.39,Throw (completion)
aroy,-12.33,11.39,18,-9.17,33.91,Throw (completion)
tmonroe,-9.17,33.91,18,3.39,36.72,Throw (completion)
mmcdonnel,3.39,36.72,18,19.45,45.17,Throw (completion)
ebonnet,19.45,45.17,19,8.88,105.72,Goal
orobinson,-1.34,29.79,18,-0.66,40.7,Throw (completion)
dmiller2,4.9,36.72,18,6.55,55.74,Throw (completion)
amuraoka,6.55,55.74,18,-8.14,85.74,Throw (completion)
jmalks,0.0,60.0,18,-5.53,51.76,Throw (completion)
gnorrbom,-5.53,51.76,18,-18.23,58.69,Throw (completion)
aroy,-18.23,58.69,18,-23.45,76.75,Throw (completion)
mmcdonnel,-23.45,76.75,18,-14.04,63.84,Throw (completion)
aroy,-14.04,63.84,18,0.58,64.32,Throw (completion)
gnorrbom,0.58,64.32,18,-13.77,65.01,Throw (completion)
aroy,-13.77,65.01,18,-22.14,77.29,Throw (completion)
jmalks,-22.14,77.29,18,-8.96,64.05,Throw (completion)
aroy,-8.96,64.05,18,-10.06,53.75,Throw (completion)
gnorrbom,-10.06,53.75,18,-9.79,45.44,Throw (completion)
aroy,-9.79,45.44,18,2.77,45.51,Throw (completion)
gnorrbom,2.77,45.51,18,9.16,47.43,Throw (completion)
aroy,9.16,47.43,18,15.13,55.26,Throw (completion)
gnorrbom,15.13,55.26,18,17.74,64.05,Throw (completion)
aroy,17.74,64.05,18,9.71,73.31,Throw (completion)
gnorrbom,9.71,73.31,18,2.09,81.89,Throw (completion)
tmonroe,2.09,81.89,18,11.35,73.93,Throw (completion)
gnorrbom,11.35,73.93,18,18.36,82.03,Throw (completion)
aroy,18.36,82.03,18,22.34,88.28,Throw (completion)
aroy,22.34,88.28,18,12.87,81.07,Throw (completion)
gnorrbom,12.87,81.07,18,3.46,76.95,Throw (completion)
tmonroe,3.46,76.95,18,-9.58,81.83,Throw (completion)
jmalks,-9.58,81.83,19,19.45,107.78,Goal
rpoloz,-14.8,12.15,18,-1.41,14.96,Throw (completion)
orobinson,-1.41,14.96,18,-13.77,18.26,Throw (completion)
rpoloz,-13.77,18.26,18,-8.07,22.51,Throw (completion)
rpoloz,-4.43,37.96,18,0.03,51.96,Throw (completion)
dmiller2,0.03,51.96,18,3.53,59.31,Throw (completion)
amuraoka,3.53,59.31,22,11.35,108.26,Throwaway
tedmonds,-10.82,11.05,18,-2.1,14.34,Throw (completion)
ddremann,15.05,10.83,18,10.8,19.93,Throw (completion)
skaminsky,10.8,19.93,22,25.49,31.87,Throwaway
ddremann,-11.77,24.96,18,-7.26,29.93,Throw (completion)
skaminsky,-7.26,29.93,18,5.19,37.03,Throw (completion)
jweis,5.19,37.03,18,8.73,50.83,Throw (completion)
jlithio,8.73,50.83,18,1.64,43.29,Throw (completion)
jweis,1.64,43.29,18,3.7,47.67,Throw (completion)
wmatthews1,-14.93,57.22,18,-12.29,50.51,Throw (completion)
skaminsky,-12.29,50.51,18,-5.2,58.32,Throw (completion)
wmatthews1,-5.2,58.32,18,-1.46,52.45,Throw (completion)
bhart,23.46,29.45,18,24.89,39.54,Throw (completion)
kmarcus,24.89,39.54,18,12.13,44.25,Throw (completion)
tschewe,12.13,44.25,18,0.13,41.18,Throw (completion)
bhart,0.13,41.18,18,5.86,37.22,Throw (completion)
kmarcus,5.86,37.22,18,14.45,51.68,Throw (completion)
tschewe,14.45,51.68,19,5.79,119.24,Goal
ddremann,11.89,8.38,18,8.48,26.45,Throw (completion)
skaminsky,8.48,26.45,18,15.57,38.64,Throw (completion)
jweis,15.57,38.64,18,16.15,50.32,Throw (completion)
asjogren,16.15,50.32,18,10.6,33.35,Throw (completion)
jweis,10.6,33.35,18,-2.04,35.87,Throw (completion)
ddremann,-2.04,35.87,18,4.48,37.87,Throw (completion)
jweis,4.48,37.87,18,12.86,45.48,Throw (completion)
skaminsky,12.86,45.48,18,20.28,55.74,Throw (completion)
gharris,12.34,12.77,18,3.57,26.96,Throw (completion)
jsteslick,3.57,26.96,18,-7.26,35.61,Throw (completion)
jsteslick,-5.0,41.54,18,-3.2,37.09,Throw (completion)
gharris,-3.2,37.09,18,5.83,36.0,Throw (completion)
gharris,11.44,40.25,18,12.6,49.93,Throw (completion)
gharris,19.31,52.58,18,10.93,41.54,Throw (completion)
jsteslick,10.93,41.54,18,8.86,47.74,Throw (completion)
gharris,8.86,47.74,18,10.93,54.58,Throw (completion)
sgabriels,15.25,67.8,18,10.6,52.38,Throw (completion)
gharris,10.6,52.38,18,-6.74,60.51,Throw (completion)
sgabriels,12.8,76.77,19,17.57,107.8,Goal
bhart,-15.28,6.47,18,-7.03,20.45,Throw (completion)
kmarcus,-7.03,20.45,18,-16.37,20.38,Throw (completion)
bhart,-16.37,20.38,18,-6.69,19.5,Throw (completion)
kmarcus,-6.69,19.5,22,2.07,47.54,Throwaway
mrivas,1.38,73.16,18,-1.13,66.38,Throw (completion)
skaminsky,-10.23,64.19,18,-10.03,60.7,Throw (completion)
ddremann,-10.03,60.7,18,-13.13,66.25,Throw (completion)
skaminsky,-13.13,66.25,18,-11.39,60.7,Throw (completion)
ddremann,-11.39,60.7,18,-20.16,72.58,Throw (completion)
ddremann,-11.13,60.77,18,1.45,60.12,Throw (completion)
skaminsky,1.45,60.12,18,-12.29,64.51,Throw (completion)
ddremann,-12.29,64.51,18,-18.55,81.87,Throw (completion)
jweis,-18.55,81.87,18,-21.64,80.96,Throw (completion)
kmarcus,0.0,40.0,18,10.7,40.43,Throw (completion)
vluo,10.7,40.43,18,14.59,51.47,Throw (completion)
vluo,19.64,45.47,18,-1.1,51.74,Throw (completion)
bhart,9.95,58.77,22,15.95,119.18,Throwaway
jsteslick,-10.94,20.0,18,1.64,13.8,Throw (completion)
gharris,1.64,13.8,18,-15.32,25.35,Throw (completion)
jsteslick,-15.32,25.35,18,-17.45,37.48,Throw (completion)
jsteslick,-13.58,33.22,18,-17.39,44.96,Throw (completion)
jsteslick,-12.03,46.77,18,-1.39,60.32,Throw (completion)
gharris,-2.36,62.19,18,5.19,60.64,Throw (completion)
gharris,10.54,66.83,18,2.35,66.45,Throw (completion)
gharris,11.89,61.87,18,-0.49,66.58,Throw (completion)
jsteslick,-0.49,66.58,18,2.03,77.41,Throw (completion)
gharris,10.67,77.41,18,15.5,92.0,Throw (completion)
gharris,19.31,88.06,18,8.93,88.0,Throw (completion)
gharris,12.09,83.54,18,-5.45,87.35,Throw (completion)
jsteslick,6.09,98.25,19,9.12,112.96,Goal
mmccarthy,12.61,73.63,18,15.95,80.59,Throw (completion)
ddremann,19.7,7.16,18,5.19,9.03,Throw (completion)
skaminsky,5.19,9.03,18,6.41,5.41,Throw (completion)
ddremann,6.41,5.41,18,5.57,15.54,Throw (completion)
jweis,5.57,15.54,18,5.51,26.51,Throw (completion)
skaminsky,4.54,12.9,18,-0.17,11.54,Throw (completion)
skaminsky,-1.39,5.48,18,2.48,14.19,Throw (completion)
jweis,2.48,14.19,18,19.89,23.48,Throw (completion)
asjogren,19.89,23.48,18,18.73,31.09,Throw (completion)
jweis,18.73,41.09,18,17.7,50.45,Throw (completion)
asjogren,17.7,50.45,18,20.54,40.45,Throw (completion)
skaminsky,20.54,40.45,18,7.06,35.61,Throw (completion)
jweis,7.06,35.61,18,-9.58,33.74,Throw (completion)
jlithio,-9.58,33.74,18,-15.51,48.9,Throw (completion)
gharris,1.12,6.64,18,-0.3,19.93,Throw (completion)
jsteslick,-0.3,19.93,18,-8.61,25.67,Throw (completion)
jsteslick,-1.2,26.51,18,-12.74,34.25,Throw (completion)
gharris,-12.74,34.25,18,-13.06,42.7,Throw (completion)
sgabriels,5.77,70.25,18,17.31,75.48,Throw (completion)
jsteslick,17.31,75.48,18,4.67,73.93,Throw (completion)
sgabriels,4.67,73.93,18,3.96,80.58,Throw (completion)
gharris,3.96,80.58,18,-1.65,84.38,Throw (completion)
sgabriels,-6.81,82.38,18,-9.07,92.77,Throw (completion)
gharris,-9.07,92.77,19,-13.9,105.29,Goal
vluo,-13.37,26.45,18,-5.39,29.72,Throw (completion)
kmarcus,-5.39,29.72,18,6.47,33.0,Throw (completion)
bhart,6.47,33.0,18,15.27,54.4,Throw (completion)
tschewe,18.34,72.81,18,4.7,78.06,Throw (completion)
kmarcus,-7.03,77.45,22,-13.07,88.4,Throwaway
jlithio,13.07,31.6,18,2.28,28.38,Throw (completion)
vluo,3.7,13.01,18,-0.76,14.11,Throw (completion)
kmarcus,-0.76,14.11,18,4.97,37.36,Throw (completion)
jsteslick,-4.18,60.56,18,-10.48,65.74,Throw (completion)
kmarcus,5.22,40.01,18,-6.14,39.27,Throw (completion)
tschewe,-6.14,39.27,18,-13.65,47.72,Throw (completion)
kmarcus,-8.05,62.25,22,15.89,109.29,Throwaway
gharris,-18.29,21.03,20,-1.43,29.68,Drop
kmarcus,1.43,90.32,19,-17.06,106.43,Goal
ddremann,15.31,17.74,18,9.25,25.48,Throw (completion)
skaminsky,9.25,25.48,18,17.76,36.45,Throw (completion)
jlithio,17.76,36.45,18,7.06,26.64,Throw (completion)
jweis,19.05,38.96,18,14.86,47.09,Throw (completion)
jlithio,14.86,47.09,18,12.86,30.96,Throw (completion)
jweis,12.86,30.96,22,-13.79,37.86,Throwaway
mmccarthy,13.79,82.14,18,2.11,85.97,Throw (completion)
ddremann,3.19,20.0,18,4.93,28.83,Throw (completion)
skaminsky,4.93,28.83,18,14.54,36.64,Throw (completion)
asjogren,14.54,36.64,18,13.25,49.09,Throw (completion)
jweis,13.25,49.09,18,8.93,35.03,Throw (completion)
jlithio,8.93,35.03,18,-5.07,32.12,Throw (completion)
asjogren,-5.07,32.12,18,-13.52,42.9,Throw (completion)
wmatthews1,-13.52,42.9,18,-12.42,56.38,Throw (completion)
jlithio,-12.42,56.38,18,-20.29,56.7,Throw (completion)
dgarlock,11.04,20.65,18,-7.23,17.59,Throw (completion)
dgarlock,5.52,20.65,18,9.68,33.61,Throw (completion)
dgarlock,-3.01,30.34,18,-12.35,32.65,Throw (completion)
skaminsky,9.38,39.61,18,-13.26,42.12,Throw (completion)
jlithio,-13.26,42.12,18,-18.87,56.38,Throw (completion)
wmatthews1,-18.87,56.38,18,-8.03,45.09,Throw (completion)
jlithio,-8.03,45.09,18,4.28,43.22,Throw (completion)
jweis,12.8,57.67,18,16.34,64.77,Throw (completion)
vluo,-15.55,18.61,18,-5.6,20.52,Throw (completion)
kmarcus,-5.6,20.52,18,-10.24,34.7,Throw (completion)
ddremann,7.9,25.61,18,-7.39,28.9,Throw (completion)
skaminsky,-7.39,28.9,18,-2.68,38.7,Throw (completion)
jweis,-2.68,38.7,18,-5.91,27.22,Throw (completion)
ddremann,-5.91,27.22,18,5.57,29.22,Throw (completion)
jweis,5.57,29.22,18,12.41,35.8,Throw (completion)
ddremann,12.41,35.8,18,-6.42,36.77,Throw (completion)
skaminsky,-6.42,36.77,18,-7.07,53.87,Throw (completion)
jlithio,-1.71,54.0,18,6.22,67.48,Throw (completion)
skaminsky,6.22,67.48,18,16.15,80.19,Throw (completion)
wmatthews1,16.15,80.19,18,8.67,85.35,Throw (completion)
skaminsky,8.67,85.35,18,3.9,88.51,Throw (completion)
jweis,-6.1,85.93,18,6.35,85.35,Throw (completion)
skaminsky,12.67,89.41,18,17.25,91.03,Throw (completion)
gharris,-5.0,9.35,18,-11.77,23.29,Throw (completion)
jsteslick,-11.77,23.29,18,-3.07,23.67,Throw (completion)
gharris,-3.07,23.67,18,-19.84,30.77,Throw (completion)
jsteslick,-19.84,30.77,18,-3.97,35.48,Throw (completion)
gharris,14.09,56.45,18,7.38,67.93,Throw (completion)
kmarcus,0.0,40.0,18,-2.73,56.11,Throw (completion)
vluo,-2.73,56.11,18,-16.99,73.84,Throw (completion)
vluo,-3.07,61.63,18,9.61,61.29,Throw (completion)
bhart,9.61,61.29,18,15.2,70.29,Throw (completion)
kmarcus,15.2,70.29,18,19.16,86.11,Throw (completion)
tschewe,3.95,87.61,18,-9.14,89.59,Throw (completion)
kmarcus,-9.14,89.59,18,14.86,95.04,Throw (completion)
tschewe,14.86,95.04,19,20.8,109.15,Goal
skaminsky,20.92,0.19,18,14.28,14.83,Throw (completion)
ddremann,14.28,14.83,18,19.89,18.12,Throw (completion)
skaminsky,19.89,18.12,18,22.53,31.22,Throw (completion)
jlithio,22.53,31.22,18,22.08,45.22,Throw (completion)
ddremann,22.08,45.22,18,18.15,54.9,Throw (completion)
jweis,18.15,54.9,18,18.02,70.83,Throw (completion)
wmatthews1,18.02,70.83,18,21.24,83.61,Throw (completion)
ddremann,5.6,87.11,19,25.18,102.96,Goal
bhart,5.45,5.72,18,-3.96,17.52,Throw (completion)
kmarcus,-3.96,17.52,20,0.77,86.85,Drop
gharris,-6.1,52.64,18,5.83,54.96,Throw (completion)
jsteslick,5.83,54.96,18,-6.1,55.09,Throw (completion)
gharris,-6.1,55.09,18,-5.13,62.32,Throw (completion)
jsteslick,-5.13,62.32,18,0.54,66.64,Throw (completion)
dgarlock,-26.6,48.4,22,5.08,34.96,Throwaway
gharris,-5.08,85.04,19,-12.74,104.25,Goal
vluo,-7.58,3.81,18,-3.01,18.0,Throw (completion)
kmarcus,-3.01,18.0,18,7.29,21.68,Throw (completion)
bhart,7.29,21.68,18,-6.48,18.88,Throw (completion)
kmarcus,-6.48,18.88,18,-12.62,45.95,Throw (completion)
kmarcus,-13.44,33.13,18,-18.96,45.81,Throw (completion)
tschewe,-18.96,45.81,18,-2.53,44.52,Throw (completion)
vluo,-2.53,44.52,18,-16.99,57.68,Throw (completion)
kmarcus,-16.99,57.68,19,5.11,113.45,Goal
ddremann,12.41,3.29,18,12.15,24.7,Throw (completion)
ddremann,6.02,27.22,18,11.83,29.61,Throw (completion)
ddremann,13.63,38.45,22,6.02,105.16,Throwaway
ddremann,10.86,8.7,18,3.9,24.7,Throw (completion)
skaminsky,3.9,24.7,18,1.96,20.64,Throw (completion)
ddremann,1.96,20.64,18,11.44,23.09,Throw (completion)
skaminsky,11.44,23.09,18,16.86,28.58,Throw (completion)
ddremann,16.86,28.58,18,17.44,38.38,Throw (completion)
jlithio,17.44,38.38,18,21.18,53.93,Throw (completion)
wmatthews1,21.18,53.93,18,19.63,39.35,Throw (completion)
jlithio,19.63,39.35,18,1.64,38.0,Throw (completion)
ddremann,1.64,38.0,18,-5.84,45.54,Throw (completion)
skaminsky,-5.84,45.54,18,-19.06,51.93,Throw (completion)
jlithio,-19.06,51.93,18,0.16,52.38,Throw (completion)
ddremann,0.16,52.38,18,7.25,56.45,Throw (completion)
wmatthews1,-5.26,65.16,18,0.61,58.64,Throw (completion)
skaminsky,9.31,63.41,18,20.02,69.29,Throw (completion)
asjogren,20.02,69.29,18,21.24,78.64,Throw (completion)
jweis,21.24,78.64,18,10.09,70.58,Throw (completion)
asjogren,10.09,70.58,18,7.83,65.09,Throw (completion)
asjogren,9.83,64.96,18,12.8,74.0,Throw (completion)
asjogren,17.44,62.06,18,11.76,76.64,Throw (completion)
jlithio,11.76,76.64,18,-2.62,88.19,Throw (completion)
wmatthews1,-2.62,88.19,18,-7.13,83.16,Throw (completion)
skaminsky,-7.13,83.16,18,-2.17,82.77,Throw (completion)
wmatthews1,-2.17,82.77,18,-14.35,84.0,Throw (completion)
skaminsky,-17.19,80.12,18,-13.97,74.58,Throw (completion)
skaminsky,4.03,70.12,18,12.41,80.7,Throw (completion)
asjogren,12.41,80.7,22,20.86,104.0,Throwaway
kmarcus,-20.6,20.52,18,-10.58,21.0,Throw (completion)
tschewe,-10.58,21.0,18,-3.21,30.34,Throw (completion)
vluo,0.95,24.54,18,11.66,31.63,Throw (completion)
vluo,1.29,52.77,18,2.79,69.47,Throw (completion)
kmarcus,13.98,76.77,18,-13.78,77.25,Throw (completion)
bhart,-13.78,77.25,18,-4.92,81.95,Throw (completion)
kmarcus,-4.92,81.95,19,19.71,110.04,Goal
ddremann,4.22,5.16,18,0.61,17.16,Throw (completion)
skaminsky,0.61,17.16,18,8.73,30.9,Throw (completion)
jlithio,8.73,30.9,18,14.73,39.8,Throw (completion)
jweis,14.73,39.8,18,18.08,52.96,Throw (completion)
wmatthews1,18.08,52.96,20,1.68,39.59,Drop
dgarlock,-1.68,80.41,18,-1.44,67.97,Throw (completion)
asjogren,8.2,36.88,18,0.41,41.09,Throw (completion)
skaminsky,0.41,41.09,22,11.46,99.67,Throwaway
kmarcus,14.66,31.25,18,9.47,37.97,Throw (completion)
bhart,9.47,37.97,18,-3.07,36.75,Throw (completion)
dgarlock,-3.07,36.75,18,10.23,37.56,Throw (completion)
vluo,10.23,37.56,18,-9.21,45.54,Throw (completion)
vluo,0.4,36.68,18,-11.6,45.75,Throw (completion)
bhart,-1.51,59.45,18,-10.99,57.95,Throw (completion)
vluo,-10.99,57.95,18,0.88,60.61,Throw (completion)
tschewe,0.88,60.61,18,-6.69,75.06,Throw (completion)
bhart,-6.69,75.06,18,-15.28,75.75,Throw (completion)
vluo,-15.28,75.75,18,-18.28,90.06,Throw (completion)
tschewe,-18.28,90.06,18,-20.87,81.0,Throw (completion)
vluo,-20.87,81.0,18,-10.44,81.95,Throw (completion)
tschewe,-10.44,81.95,18,-7.3,88.02,Throw (completion)
vluo,-7.3,88.02,18,5.25,87.61,Throw (completion)
tschewe,5.25,87.61,19,20.59,106.43,Goal
skaminsky,16.73,7.8,18,11.25,19.22,Throw (completion)
ddremann,11.25,19.22,18,8.86,32.38,Throw (completion)
jlithio,8.86,32.38,18,-8.74,26.51,Throw (completion)
skaminsky,-8.74,26.51,18,-17.45,32.12,Throw (completion)
asjogren,-17.45,32.12,18,-7.84,38.38,Throw (completion)
skaminsky,-15.97,42.51,18,6.54,41.41,Throw (completion)
jlithio,6.54,41.41,18,13.25,92.96,Throw (completion)
jweis,13.25,92.96,19,15.63,105.03,Goal
bhart,-25.92,38.38,22,-22.97,38.71,Throwaway
jsteslick,22.97,81.29,18,-0.17,90.06,Throw (completion)
mmccarthy,-26.26,47.86,18,0.75,25.77,Throw (completion)
vluo,4.5,28.22,18,11.18,27.95,Throw (completion)
vluo,2.59,30.47,22,5.0,47.3,Throwaway
gharris,2.86,66.96,18,3.38,75.03,Throw (completion)
jsteslick,-12.23,76.83,18,-3.91,76.64,Throw (completion)
gharris,-3.91,76.64,18,2.93,82.77,Throw (completion)
jsteslick,2.93,82.77,18,1.06,77.16,Throw (completion)
jsteslick,6.8,79.16,18,-3.0,87.87,Throw (completion)
vluo,-18.56,49.09,19,-14.12,115.9,Goal
skaminsky,-0.04,15.41,18,-1.71,22.19,Throw (completion)
ddremann,-1.71,22.19,18,-21.45,39.74,Throw (completion)
wmatthews1,-21.45,39.74,18,-20.55,35.29,Throw (completion)
ddremann,-20.55,35.29,18,-11.97,31.09,Throw (completion)
wmatthews1,-11.97,31.09,18,5.57,32.64,Throw (completion)
asjogren,5.57,32.64,18,16.09,46.77,Throw (completion)
jweis,16.09,46.77,22,4.93,105.48,Throwaway
mmccarthy,-9.96,19.15,18,8.79,26.11,Throw (completion)
mmccarthy,11.93,40.9,18,21.68,59.38,Throw (completion)
ddremann,7.38,50.25,18,15.05,53.41,Throw (completion)
skaminsky,15.05,53.41,18,18.41,68.06,Throw (completion)
jweis,18.41,68.06,18,13.31,74.64,Throw (completion)
skaminsky,13.31,74.64,18,4.54,80.9,Throw (completion)
jlithio,4.54,80.9,18,-3.84,77.87,Throw (completion)
jweis,-3.84,77.87,18,-11.32,87.61,Throw (completion)
vluo,-8.87,20.72,18,2.72,20.38,Throw (completion)
bhart,2.72,20.38,18,14.04,29.11,Throw (completion)
sgabriels,10.66,75.37,18,20.73,71.03,Throw (completion)
mrivas,20.73,71.03,18,21.63,77.74,Throw (completion)
sgabriels,21.63,77.74,18,12.99,67.29,Throw (completion)
mrivas,12.99,67.29,18,2.48,66.51,Throw (completion)
skaminsky,2.48,66.51,18,0.8,61.61,Throw (completion)
jsteslick,0.8,61.61,18,6.73,66.0,Throw (completion)
skaminsky,6.73,66.0,18,-8.36,68.83,Throw (completion)
jsteslick,-8.36,68.83,18,-0.3,59.54,Throw (completion)
skaminsky,-0.3,59.54,18,7.25,56.77,Throw (completion)
ddremann,7.25,56.77,18,12.47,64.7,Throw (completion)
jsteslick,12.47,64.7,18,14.02,71.93,Throw (completion)
ddremann,14.02,71.93,18,14.09,69.41,Throw (completion)
jsteslick,14.09,89.41,19,23.95,103.74,Goal
vluo,-14.19,11.52,18,5.18,17.93,Throw (completion)
bhart,5.18,17.93,18,-9.62,16.63,Throw (completion)
vluo,-9.62,16.63,18,9.27,19.56,Throw (completion)
bhart,9.27,19.56,18,-5.32,19.77,Throw (completion)
vluo,-5.32,19.77,18,6.68,24.27,Throw (completion)
bhart,6.68,24.27,18,-5.12,28.09,Throw (completion)
vluo,-5.12,28.09,18,-16.58,33.68,Throw (completion)
dgarlock,-16.58,33.68,22,-0.03,30.76,Throwaway
gharris,11.12,86.45,18,7.64,91.87,Throw (completion)
gharris,10.09,88.77,19,7.7,112.19,Goal
vluo,-26.26,38.79,18,-3.96,30.88,Throw (completion)
tschewe,-3.96,30.88,18,9.2,40.84,Throw (completion)
dgarlock,-4.37,40.9,18,-15.55,54.95,Throw (completion)
mmccarthy,-24.9,38.79,18,-16.17,39.81,Throw (completion)
vluo,0.47,38.38,18,-2.26,46.56,Throw (completion)
vluo,9.34,41.65,18,-9.89,54.4,Throw (completion)
mmccarthy,-0.89,59.65,18,15.61,72.06,Throw (completion)
vluo,0.88,74.79,18,-15.21,84.13,Throw (completion)
mrivas,18.88,55.5,18,15.5,64.32,Throw (completion)
sgabriels,15.5,64.32,18,11.06,64.0,Throw (completion)
mrivas,11.06,64.0,18,17.83,76.77,Throw (completion)
dgarlock,-15.62,6.54,18,3.34,20.86,Throw (completion)
bhart,3.34,20.86,18,-9.14,30.81,Throw (completion)
dgarlock,0.54,31.36,18,11.93,38.45,Throw (completion)
bhart,8.11,50.65,18,9.75,62.38,Throw (completion)
dgarlock,9.75,62.38,18,17.32,69.27,Throw (completion)
dgarlock,7.91,72.68,18,0.61,86.38,Throw (completion)
skaminsky,21.05,7.48,18,20.73,22.12,Throw (completion)
ddremann,20.73,22.12,20,4.3,83.52,Drop
asjogren,9.51,27.35,18,3.7,31.74,Throw (completion)
skaminsky,3.7,31.74,18,-10.1,33.61,Throw (completion)
ddremann,-10.1,33.61,18,-2.81,38.51,Throw (completion)
jlithio,-2.81,38.51,18,-15.84,35.48,Throw (completion)
skaminsky,-15.84,35.48,18,-14.93,47.35,Throw (completion)
asjogren,14.73,51.48,18,21.7,71.61,Throw (completion)
jweis,21.7,71.61,18,3.32,56.12,Throw (completion)
asjogren,3.32,56.12,18,15.76,60.58,Throw (completion)
jweis,15.76,60.58,18,18.08,78.58,Throw (completion)
mmccarthy,9.27,19.77,18,18.82,29.65,Throw (completion)
mmccarthy,6.41,58.84,22,-22.65,112.09,Throwaway
skaminsky,23.63,20.0,18,1.7,9.41,Throw (completion)
jweis,1.7,9.41,18,18.99,39.41,Throw (completion)
skaminsky,18.99,39.41,18,5.83,39.61,Throw (completion)
skaminsky,17.25,36.83,22,-1.33,44.83,Throwaway
gharris,8.67,9.74,18,4.41,19.41,Throw (completion)
jsteslick,4.41,9.705,18,6.48,4.7,Throw (completion)
gharris,6.48,4.7,18,17.44,5.67,Throw (completion)
jsteslick,17.44,5.67,18,18.6,17.54,Throw (completion)
sgabriels,18.6,17.54,18,10.02,21.41,Throw (completion)
jsteslick,10.02,21.41,18,-1.59,22.45,Throw (completion)
sgabriels,-13.13,19.67,18,-17.84,33.16,Throw (completion)
sgabriels,-9.0,29.16,18,-1.59,39.87,Throw (completion)
jsteslick,-13.26,91.41,19,-5.13,107.16,Goal
tschewe,-26.6,44.25,18,-17.87,42.54,Throw (completion)
dgarlock,-17.87,42.54,18,4.56,34.43,Throw (completion)
vluo,-11.33,36.81,18,-16.99,49.77,Throw (completion)
bhart,-20.81,50.59,18,-15.42,44.86,Throw (completion)
vluo,-15.42,44.86,18,2.93,41.31,Throw (completion)
dgarlock,2.93,41.31,18,1.43,49.97,Throw (completion)
bhart,-7.92,50.59,18,-15.69,58.43,Throw (completion)
dgarlock,-15.69,58.43,18,-19.03,70.02,Throw (completion)
tschewe,-19.03,70.02,22,5.74,58.9,Throwaway
gharris,-5.74,61.1,18,-6.87,71.87,Throw (completion)
jsteslick,-6.87,71.87,18,-9.78,85.03,Throw (completion)
jsteslick,-14.48,80.0,18,-1.46,78.96,Throw (completion)
gharris,10.8,84.45,18,15.31,93.09,Throw (completion)
gharris,18.54,95.16,19,18.86,108.7,Goal
mmccarthy,8.25,35.45,18,2.52,36.2,Throw (completion)
mmccarthy,9.2,36.0,18,18.95,99.13,Throw (completion)
mmccarthy,-11.53,89.59,18,-0.76,90.34,Throw (completion)
mmccarthy,-13.51,90.27,18,-2.32,90.95,Throw (completion)
sgabriels,-10.46,28.55,18,-17.13,31.74,Throw (completion)
