playerID,name,jerseyNumber,year,teamID
aatkins,Alex Atkins,0,2023,apex
alearned,Aylen Learned,1,2023,apex
jfroude,Jay Froude,2,2023,apex
aarnstein,Atkin Arnstein,3,2023,apex
fpronove,Felix Pronove,4,2023,apex
mjackson,Matt Jackson,6,2023,apex
jnethercu,Jonathan Nethercutt,7,2023,apex
dlandesma,Danny Landesman,8,2023,apex
sgoldstei,Sam Goldstein,9,2023,apex
cstoughto,Calvin Stoughton,10,2023,apex
sfaris,Seth Faris,11,2023,apex
jabel,Justin Abel,12,2023,apex
ssemrin,Saeed Semrin,13,2023,apex
janderson1,Joe Anderson,21,2023,apex
tbrewster,Thomas Brewster,22,2023,apex
colson,Connor Olson,23,2023,apex
magee,Mathieu Agee,24,2023,apex
ctabor,Conor Tabor,25,2023,apex
tnguyen,Tyler Nguyen,27,2023,apex
sbrown1,Sandy Brown,29,2023,apex
kmarshall,Kai Marshall,31,2023,apex
twatkins,Theodore Watkins,33,2023,apex
cspicer,Cody Spicer,34,2023,apex
twolma,Todd Wolma,35,2023,apex
swells,Seth Wells,47,2023,apex
wmcdonald,Will McDonald,51,2023,apex
nsnuszka,Nicholas Snuszka,52,2023,apex
ncoolman,Noah Coolman,59,2023,apex
nbuchholz,Nathan Buchholz,81,2023,apex
qfiner,Quinn Finer,88,2023,apex
atatum,Alex Tatum,99,2023,apex
radkins,Raekwon Adkins,30,2023,spiders
mbarcello,Matt Barcellos,19,2023,spiders
cbauman,Conor Bauman,44,2023,spiders
wberreman,Wyatt Berreman,98,2023,spiders
mburke1,Matthew Burke,26,2023,spiders
dburns,Dylan Burns,99,2023,spiders
rcastro,Rafael Castro,1,2023,spiders
dclyburn,Dexter Clyburn,14,2023,spiders
mcrawford,Matthew Crawford,5,2023,spiders
jdecampos,Jackson de Campos,10,2023,spiders
bfein,Brandon Fein,8,2023,spiders
wfrankenb,Walker Frankenberg,4,2023,spiders
mhecht,Mac Hecht,74,2023,spiders
ahom,Aaron Hom,27,2023,spiders
kkhangaon,Kushal Khangaonkar,6,2023,spiders
mkissmann,Matthew Kissmann,88,2023,spiders
klaurence,Keenan Laurence,51,2023,spiders
clung,Chris Lung,22,2023,spiders
emagsig,Evan  Magsig,32,2023,spiders
cmah,Camden Mah,33,2023,spiders
gmay,Gavin May,0,2023,spiders
rmendoza,Ray Mendoza,52,2023,spiders
dnice,Dylan Nice,7,2023,spiders
jnorden,Justin Norden,3,2023,spiders
arosentha,Aaron Rosenthal,77,2023,spiders
msayasene,Mitchell Sayasene,21,2023,spiders
mthahir,Munis Thahir,91,2023,spiders
jthorne,Jake Thorne,23,2023,spiders
rvickersb,Robin Vickers Batzdorf,2,2023,spiders
mwilliams,Max Williams,87,2023,spiders
pxu,Patrick Xu,9,2023,spiders
klew,Kyle  Lew,50,2023,spiders
msommer,Morgan Sommer,28,2023,spiders
jsmith,Jacob Smith,12,2023,spiders
kjohnson,Kyle Johnson,16,2023,spiders
wmatthews1,Wilson Matthews,0,2023,flyers
tbrooks1,Tobias Brooks,1,2023,flyers
syanuck,Sol Yanuck,2,2023,flyers
broberts,Bailey Roberts,3,2023,flyers
sweaver,Seth Weaver,4,2023,flyers
ali,Andrew Li,5,2023,flyers
dhawkins,Dylan Hawkins,6,2023,flyers
tmitchell,Terrence Mitchell,8,2023,flyers
mtucker,Matt Tucker,9,2023,flyers
ebloodwor,Ethan Bloodworth,10,2023,flyers
elong,Elijah Long,11,2023,flyers
wcoffin,William Coffin,12,2023,flyers
ssisco,Shane Sisco,13,2023,flyers
lsearlesb,Liam Searles Bohs,14,2023,flyers
etaylor,Eric Taylor,15,2023,flyers
ajuengst,Anders Juengst,16,2023,flyers
smadiraju1,Suhas Madiraju,17,2023,flyers
smadiraju,Suraj Madiraju,18,2023,flyers
ppierce,Player Pierce,19,2023,flyers
jfairfax,Jacob Fairfax,20,2023,flyers
mgouchoeh,Matt Gouchoe-Hanas,21,2023,flyers
wmatthews,Walker Matthews,23,2023,flyers
mlee1,Michael Lee,24,2023,flyers
dzhu,Daniel Zhu,27,2023,flyers
tnaquin,Ty Naquin,28,2023,flyers
cwilliams,Cooper Williams,29,2023,flyers
amckelvey,Andrew McKelvey,30,2023,flyers
ayuan,Albert Yuan,32,2023,flyers
awilcox,Alexander Wilcox,35,2023,flyers
sgabriels,Sam Gabrielson,42,2023,flyers
mrovner,Marc Rovner,43,2023,flyers
mmcknight,Matthew Mcknight,50,2023,flyers
kpignone,Kevin Pignone,51,2023,flyers
crussell,Connor Russell,52,2023,flyers
kdaftari,Kamron Daftari,70,2023,flyers
avandeber,Andrew Vande Berg,73,2023,flyers
tlynch,Trevor Lynch,76,2023,flyers
bsnell,Ben Snell,77,2023,flyers
adavis4,Alex Davis,80,2023,flyers
jwhite2,Joe White,91,2023,flyers
hfisher,Henry Fisher,99,2023,flyers
bdameron,Ben Dameron,,2023,flyers
rsmith3,Rutledge Smith,,2023,flyers
jmouw,Jacob Mouw,,2023,flyers
jfeagens,Jayden Feagens,,2023,flyers
tgoss,Tony Goss,1,2023,cascades
dzhou,David Zhou,2,2023,cascades
dlopezesc,Dante Lopez-Escarez,3,2023,cascades
phoward,Parker Howard,5,2023,cascades
itan,Isaac Tan,6,2023,cascades
jsmith2,Jordan Smith,7,2023,cascades
slofink,Spencer Lofink,9,2023,cascades
mmunoz,Marc Munoz,11,2023,cascades
gmartin1,Garrett Martin,12,2023,cascades
nwipfler,Nate Wipfler,13,2023,cascades
jshoyer,Jake Shoyer,15,2023,cascades
croach,Chris Roach,16,2023,cascades
jbrown,Jack Brown,18,2023,cascades
pgeertzla,Peter Geertz-Larson,20,2023,cascades
tvenneri,Tony Venneri,28,2023,cascades
djacobs,Dominic Jacobs,55,2023,cascades
akabat,Alex Kabat,87,2023,cascades
plenz,Peter Lenz,21,2023,cascades
zraunig,Zeppelin Raunig,30,2023,cascades
lbertonci,Louie Bertoncin,63,2023,cascades
bli,Brandon Li,88,2023,cascades
eshipway,Emmet Shipway,23,2023,cascades
kraslan,Kamal Raslan,36,2023,cascades
takyuz,Tarik Akyuz,64,2023,cascades
jkauffman,Jamie Kauffman,95,2023,cascades
klaneiii,Kenny Lane III,24,2023,cascades
catack,Corbin Atack,44,2023,cascades
ohines,Ocean Hines,71,2023,cascades
kelsalaam,Khalif El-Salaam,99,2023,cascades
tlin,Tommy Lin,25,2023,cascades
dmourad,Derek Mourad,51,2023,cascades
ksugahara,Kota Sugahara,74,2023,cascades
rkatsuta,Ryoma Katsuta,80,2023,cascades
ewarner,Elliot Warner,1,2023,growlers
blozinski,Bryce Lozinski,5,2023,growlers
cgall,Collin Gall,7,2023,growlers
acoble,Aaron Coble,8,2023,growlers
mhume,Maxwell Hume,9,2023,growlers
mnelson,Matt Nelson,10,2023,growlers
smilardov,Steven Milardovich,11,2023,growlers
rsung,Reggie Sung,12,2023,growlers
eli,Ethan Li,13,2023,growlers
tkonogeri,Thomas Konogeris,16,2023,growlers
krubin,Kyle Rubin,18,2023,growlers
jsilverma,Jeffrey Silverman,19,2023,growlers
mtran,Michael Tran,21,2023,growlers
cwang,Clark Wang,23,2023,growlers
sdavidson,Shane Davidson,24,2023,growlers
plally,Paul Lally,27,2023,growlers
cwu,Casey Wu,29,2023,growlers
jszmanda,Jan Szmanda,31,2023,growlers
jqueckboe,Jordan Queckboerner,33,2023,growlers
blevinsky,Ben Levinsky,37,2023,growlers
tpurdy,Trevor Purdy,55,2023,growlers
ssamu,Stefan Samu,66,2023,growlers
esalmon,Elijah Salmon,70,2023,growlers
jmcguinne,Jimmy McGuinness,73,2023,growlers
tdunn,Travis Dunn,80,2023,growlers
csigerud,Caden Sigerud,81,2023,growlers
ghable,Garrett Hable,88,2023,growlers
mgibson,Max Gibson,99,2023,growlers
tbacon,Tyler Bacon,30,2023,growlers
jaceil,Javid Aceil,6,2023,growlers
jjohnson1,Jake Johnson,0,2023,steel
bthoennes,Ben Thoennes,2,2023,steel
kmccarter,Ke'ali McCarter,3,2023,steel
sradlauer,Scott Radlauer,4,2023,steel
akaghazwa,Amir Kaghazwala,5,2023,steel
khancock,Kyle Hancock,6,2023,steel
efriedman,Eli Friedman,7,2023,steel
slatarski,Spencer Latarski,8,2023,steel
rwolfe,Ryan Wolfe,9,2023,steel
lmarx,Leandro Marx,10,2023,steel
jsnyder,Jon Snyder,11,2023,steel
jmoore1,Josh Moore,12,2023,steel
tperston,Timmy Perston,13,2023,steel
ceustis,Cole Eustis,14,2023,steel
cnewby,Caeden Newby,16,2023,steel
rhayes,Raphy Hayes,17,2023,steel
kmarshall1,Keven Marshall,18,2023,steel
ataylor2,Avi Taylor,19,2023,steel
btravers,Ben Travers,20,2023,steel
llavoie,Landon Lavoie,21,2023,steel
jlee,Jonathan Lee,22,2023,steel
gnakano,Genichi Nakano,23,2023,steel
arueda,Antonio Rueda,24,2023,steel
amcnichol,Adam McNichols,25,2023,steel
akelly,Austin Kelly,26,2023,steel
dritthale,Daniel Ritthaler,27,2023,steel
sfraner,Sam Franer,30,2023,steel
pbuermeye,Patrick Buermeyer,31,2023,steel
sgordonko,Sam Gordon-Koven,32,2023,steel
isweeney,Ian Sweeney,33,2023,steel
bstout,Brian Stout,34,2023,steel
dbaumgart,Dan Baumgartner,36,2023,steel
wlohre,Will Lohre,42,2023,steel
cstillwel,Conner Stillwell,47,2023,steel
jcaswell,Joel Caswell,55,2023,steel
qbuermeye,Quinn Buermeyer,62,2023,steel
ccampbell1,Caleb Campbell,69,2023,steel
ilawson,Ian Lawson,74,2023,steel
lhenry,Lucas Henry,82,2023,steel
tdoi,Tom Doi,84,2023,steel
apetersch,Aaron Peterschmidt,85,2023,steel
mglass,Mica Glass,88,2023,steel
nknutson,Nate Knutson,89,2023,steel
martis,Martis Artis,98,2023,steel
kblaeuer,Kyle Blaeuer,52,2023,steel
awilsonho,Alec Wilson Holliday,3,2023,legion
bprice,Ben Price,99,2023,legion
bmalecek,Brandon Malecek,13,2023,legion
bwallace,Brooks Wallace,39,2023,legion
cenright,Caleb Enright,6,2023,legion
cparker,Christian Parker,5,2023,legion
csmith1,Colin Smith,2,2023,legion
cdeluna,Connor DeLuna,17,2023,legion
demmons,Daniel Emmons,18,2023,legion
dwelkener,Daniel Welkener,48,2023,legion
dwinter,Daniel Winter,30,2023,legion
dphillips,Darren Phillips,36,2023,legion
ebilolo,Emmanuel Bilolo,4,2023,legion
ekameri,Emmanuel Kameri,60,2023,legion
gmiller,Griffin Miller,1,2023,legion
jwooldrid,Jack Wooldridge,89,2023,legion
jfloyd,Jake Floyd,0,2023,legion
jhustad,Jason Hustad,9,2023,legion
jdeamicis,Jon DeAmicis,50,2023,legion
jwelkener,Joseph Welkener,32,2023,legion
krichards,Kevin Richardson,19,2023,legion
mwuensch,Mason Wuensch,7,2023,legion
marmstron,Myles Armstrong,22,2023,legion
mcooper,Myles Cooper,20,2023,legion
rbuckingh,Ryan Buckingham,35,2023,legion
sroberts,Samuel Roberts,57,2023,legion
troberts1,Tanner Roberts,98,2023,legion
tmosher,Timothy Mosher,16,2023,legion
wgoal,Willy Goal,10,2023,legion
dlarberg,Dillon Larberg,11,2023,legion
brogers,Ben Rogers,77,2023,legion
tloria,Thomas Loria,23,2023,legion
ndigiorgi,Nicholas DiGiorgio,81,2023,legion
msutton,Matthew Sutton,12,2023,legion
naustin,Nathaniel Austin,88,2023,legion
schoi,Sun Choi,33,2023,legion
ckerns,Couper Kerns,27,2023,legion
rcopemusl,Ramzi Cope-Musleh,37,2023,legion
acloud,Alex Cloud,,2023,legion
cbellando,Cam Bellando,,2023,legion
hparks,Houston Parks,,2023,legion
bthomsen,Benj Thomsen,,2023,legion
nlyle,Nathan Lyle,,2023,legion
wanderson,Watson Anderson,42,2023,legion
oarmstron,Oakley Armstrong,44,2023,legion
cnelson,Christopher  Nelson,,2023,legion
dferriter,Daniel Ferriter,,2023,legion
jlaney,John Laney,,2023,legion
mnighting,Matthew Nightingale,,2023,legion
glampron,George Lampron,,2023,legion
mgrove,Max Grove,0,2023,havoc
mcruz,Martin Cruz,1,2023,havoc
mbennett1,Matt Bennett,2,2023,havoc
abarcio,Aaron Barcio,3,2023,havoc
osmith,Owen Smith,5,2023,havoc
aheath,Alex Heath,6,2023,havoc
blewis,Ben Lewis,7,2023,havoc
cbryant,Connor Bryant,8,2023,havoc
calbin,Cam Albin,9,2023,havoc
xfuzat,Xavier Fuzat,10,2023,havoc
badams1,Brendan Adams,11,2023,havoc
cughetta,Connor Ughetta,12,2023,havoc
cwhite,Cade White,14,2023,havoc
skelly,Steven Kelly,17,2023,havoc
kland,Kevin Land,18,2023,havoc
bgfroerer,Brian Gfroerer,19,2023,havoc
zcotter,Zachary Cotter,20,2023,havoc
jzuraw,Jimmy Zuraw,23,2023,havoc
npowell,Noah Powell,24,2023,havoc
jclyde,John Clyde,25,2023,havoc
mbaldauf,Mark Baldauf,26,2023,havoc
esakach,Elliot Sakach,27,2023,havoc
blin,Brandon Lin,31,2023,havoc
jsalazar,Jordan Salazar,45,2023,havoc
jshelley,John Shelley,47,2023,havoc
cdixon,Caleb Dixon,77,2023,havoc
jworthing,Jake Worthington,81,2023,havoc
mlyle,Matt Lyle,82,2023,havoc
dbossert,Dane Bossert,84,2023,havoc
fgomez,Frankie Gomez,21,2023,havoc
afegert,Ames Fegert,91,2023,havoc
cburt,Caiden Burt,4,2023,havoc
erudder,Elliott  Rudder,93,2023,havoc
tchukwume,Toya Chukwumerije,15,2023,havoc
jkloss,James Kloss,16,2023,havoc
cbaker,Cullen Baker,94,2023,havoc
zburpee,Zachary Burpee,0,2023,empire
rosgar,Ryan Osgar,1,2023,empire
okohut,Oscar Kohut,2,2023,empire
jalorro,Josue Alorro,3,2023,empire
bjagt,Ben Jagt,4,2023,empire
cweinberg,Charles Weinberg,6,2023,empire
efortin,Ethan Fortin,8,2023,empire
srueschem,Solomon Rueschemeyer-Bailey,9,2023,empire
echartock,Elliott Chartock,10,2023,empire
jwilliams,Jack Williams,11,2023,empire
jholm,Jeff Holm,12,2023,empire
ochartock,Oliver Chartock,13,2023,empire
mdrost,Mike Drost,16,2023,empire
mstevens,Matt Stevens,17,2023,empire
mlabar,Matt LaBar,20,2023,empire
aolcese,Angelo Olcese,21,2023,empire
sxu,Scott Xu,22,2023,empire
rholmes,Ryan Holmes,23,2023,empire
salladi,Shashank Alladi,24,2023,empire
nto,Noriaki To,27,2023,empire
bkatz1,Ben Katz,28,2023,empire
jrandolph,John Randolph,34,2023,empire
relston,Robert Elston,41,2023,empire
btan,Bretton Tan,46,2023,empire
jlithio,John Lithio,54,2023,empire
rdrost,Ryan Drost,80,2023,empire
adavis2,Antoine Davis,81,2023,empire
mbrownlee,Marques Brownlee,82,2023,empire
mling,Matthias Ling,84,2023,empire
jbabbitt,Jeff Babbitt,87,2023,empire
rbergeron,Rhys Bergeron,21,2023,breeze
dbloodgoo,David Bloodgood,30,2023,breeze
cboxley,Christian Boxley,31,2023,breeze
gbraun,Garrett Braun,15,2023,breeze
dcranston,David Cranston,42,2023,breeze
mdia,Moussa Dia,17,2023,breeze
tedmonds,Thomas Edmonds,8,2023,breeze
afall,Alexandre Fall,1,2023,breeze
ffarah,Frederick Farah,73,2023,breeze
sfrankste,Sasha Frank-Stempel,46,2023,breeze
kharrison,Kris Harrison,3,2023,breeze
khealey,Kevin Healey,18,2023,breeze
tholland,Troy Holland,91,2023,breeze
cjurek,Cole Jurek,13,2023,breeze
jknopf,Jeremy Knopf,25,2023,breeze
blamberty,Brandon Lamberty,19,2023,breeze
ilee,Isaac Lee,2,2023,breeze
jmalks,Jonny Malks,53,2023,breeze
cmccutche,Charlie McCutcheon,4,2023,breeze
mmcdonnel,Rowan McDonnell,12,2023,breeze
cmclaughl,Colin McLaughlin,22,2023,breeze
jmerrill,Joe Merrill,40,2023,breeze
amerriman,AJ Merriman,5,2023,breeze
tmonroe,Tyler Monroe,7,2023,breeze
jnissen,Jacques Nissen,24,2023,breeze
gnorrbom,Gus Norrbom,47,2023,breeze
znorrbom,Zach Norrbom,10,2023,breeze
rpaust,Rami Paust,26,2023,breeze
lrehfuss,Luke Rehfuss,11,2023,breeze
aroy,Andrew Roy,32,2023,breeze
xschafer,Xavier Schafer,0,2023,breeze
mthaw,Marcus Thaw,66,2023,breeze
jtom,Jasper Tom,57,2023,breeze
dwarner,Dane Warner,6,2023,breeze
swartinbe,Steven Wartinbee,27,2023,breeze
jwodatch1,Jeff Wodatch,45,2023,breeze
dzimmerma,David Zimmerman,20,2023,breeze
boort,Benjamin Oort,9,2023,breeze
mgrovic,Miles  Grovic,65,2023,breeze
abartlett,Aaron Bartlett,14,2023,breeze
jtaylor1,Jake Taylor,0,2023,glory
itran,Ivan Tran,1,2023,glory
bsadok,Benjamin Sadok,3,2023,glory
thalkyard,Tanner Halkyard,4,2023,glory
rtetreaul,Ray Tetreault,5,2023,glory
cmoore,Cole Moore,6,2023,glory
tallen1,Turner Allen,7,2023,glory
tdavis,Topher Davis,8,2023,glory
scarapell,Simon Carapella,9,2023,glory
wkellman,Wyatt Kellman,10,2023,glory
lharwood,Luca Harwood,11,2023,glory
pjoyce,Phillip Joyce,12,2023,glory
bmccann,Brendan McCann,13,2023,glory
rlinehan,Rocco Linehan,14,2023,glory
ograff,Oscar Graff,17,2023,glory
jcarreiro,Jac Carreiro,19,2023,glory
gcolton,Gabe Colton,21,2023,glory
cdavisbra,Cole Davis-Brand,22,2023,glory
ndick,Nathanial Dick,26,2023,glory
ocable,Orion Cable,27,2023,glory
ghaflin,Gustav Haflin,34,2023,glory
csunde,Colin Sunde,41,2023,glory
tchan,Tyler Chan,44,2023,glory
rwoodhous,Ryan Woodhouse,33,2023,glory
adonadio,Alex Donadio,96,2023,glory
cbartoli,Chris Bartoli,80,2023,glory
dkervick,Declan Kervick,82,2023,glory
kponzio,Kuochuan Ponzio,47,2023,glory
cmcsweene,Caelan McSweeney,88,2023,glory
jclark,Jay Clark,2,2023,glory
zsinger,Zach Singer,23,2023,glory
bcentracc,Ben Centracchio,85,2023,glory
mdonohue,Mark Donohue,51,2023,glory
pboerth,Peter Boerth,51,2023,glory
jpeeters,Joost Peeters,84,2023,glory
skelley1,Stewart Kelley,16,2023,glory
ydemiralp,Yigit Demiralp,99,2023,glory
czaleski,Christopher Zaleski,0,2023,phoenix
bpastor,Brandon Pastor,1,2023,phoenix
alillis,Austin Lillis,3,2023,phoenix
gmartin,Greg Martin,4,2023,phoenix
mcampanel,Mike Campanella,5,2023,phoenix
mcharles,Max Charles,6,2023,phoenix
tdegirola,Tyler DeGirolamo,8,2023,phoenix
aprato,Anthony Prato,11,2023,phoenix
dsuvorov,Dmitry Suvorov,12,2023,phoenix
ewitmer,Eric Witmer,13,2023,phoenix
ccolicchi,CJ Colicchio,16,2023,phoenix
jpollard,James Pollard,17,2023,phoenix
cthornton,Casey Thornton,18,2023,phoenix
gabrahams,Gavin Abrahamsson,19,2023,phoenix
athorne,Alex Thorne,21,2023,phoenix
jrhyne,Jordan Rhyne,22,2023,phoenix
amichel,Allan Michel,23,2023,phoenix
nlittle,Nate Little,25,2023,phoenix
jkeller,Justin Keller,27,2023,phoenix
lwarren,Leo Warren,28,2023,phoenix
ctrisolin,Calvin Trisolini,33,2023,phoenix
idietrich,Ian Dietrich,35,2023,phoenix
eholmgren,Ethan Holmgren,36,2023,phoenix
mtrifilli,Max Trifillis,37,2023,phoenix
mhanna,Matt Hanna,39,2023,phoenix
msands,Marc Sands,41,2023,phoenix
mbartley,Matthew Bartley,42,2023,phoenix
sheyman,Scott Heyman,44,2023,phoenix
tnye,Thomas Nye,55,2023,phoenix
blevy,Ben Levy,64,2023,phoenix
smott,Sean Mott,81,2023,phoenix
crawlins,Chase Rawlins,85,2023,phoenix
powens,Paul Owens,88,2023,phoenix
kchunmoy,Kainoa Chun-Moy,93,2023,phoenix
arodrigue,Andres Rodriguez,95,2023,phoenix
enardelli,Eric Nardelli,99,2023,phoenix
kjay,Kevin Jay,4,2023,rush
tbarbieri,Ty Barbieri,5,2023,rush
mmackenzi,Mike Mackenzie,7,2023,rush
ostonehou,Oscar Stonehouse,8,2023,rush
jlewis,James Lewis,9,2023,rush
gbevan,Geoff Bevan,10,2023,rush
jcheung,Justin Cheung,11,2023,rush
zarmstron,Zachary Armstrong,12,2023,rush
ldufour,Logan Dufour,14,2023,rush
lcomire,Luc Comire,15,2023,rush
rtoogood,Rhys Toogood,16,2023,rush
rcarvalho,Rui Carvalho,17,2023,rush
rpoloz,Ryan Poloz,18,2023,rush
dmiller2,Dax Miller,21,2023,rush
ccampbell,Curtis Campbell,22,2023,rush
obinnun,Oren Binnun,23,2023,rush
dwong,Daniel Wong,24,2023,rush
tpuckrin,Travis Puckrin,25,2023,rush
khuang,Kelvin Huang,26,2023,rush
orobinson,Owen Robinson,27,2023,rush
jmillage,Jamie Millage,30,2023,rush
pturner,Phil Turner,34,2023,rush
wlewis,Wilkie Lewis,35,2023,rush
kmcrae,Keith McRae,41,2023,rush
jcarrprie,James Carr-Pries,42,2023,rush
jmorrow,Jared Morrow,44,2023,rush
aodonnell,Adam O'Donnell,61,2023,rush
epark,Eli Park,63,2023,rush
rramnarai,Ravin Ramnarain,65,2023,rush
jpark,Jack Park,66,2023,rush
jmcclean,James McClean,87,2023,rush
cchan,Chris Chan,90,2023,rush
aturcotte,Adam Turcotte,92,2023,rush
jhill,Jeremy Hill,95,2023,rush
gmckee,Griffin McKee,97,2023,rush
mkiyoi,Michael Kiyoi,1,2024,aviators
bgeorge,Brent George,3,2024,aviators
lshank,Landon Shank,4,2024,aviators
ihsu,Isaac Hsu,5,2024,aviators
kkawaguch,Kenta Kawaguchi,8,2024,aviators
apadula,Andrew Padula,9,2024,aviators
smcdougal,Sean McDougall,10,2024,aviators
ctoriello,Cy Toriello,11,2024,aviators
msteiner,Mitchell Steiner,12,2024,aviators
ldecter,Leo Decter,13,2024,aviators
kgoldberg,Kevin Goldberg,17,2024,aviators
zschakner,Zac Schakner,22,2024,aviators
eshapiro,Everest Shapiro,23,2024,aviators
dbrunker,Daniel Brunker,26,2024,aviators
scook,Sam Cook,29,2024,aviators
wturner,Will Turner,14,2024,aviators
efinley,Eddie Finley,44,2024,aviators
mdomingue,Mateo Dominguez,48,2024,aviators
pjanas,Pawel Janas,55,2024,aviators
gsanti,Garrett Santi,66,2024,aviators
rgretsch,Rhys Gretsch,81,2024,aviators
bvandeuse,Brandon Van Deusen,99,2024,aviators
bnguyen,Bryan Nguyen,97,2024,aviators
smolitern,Steven Moliterno,15,2024,aviators
jlee2,Jason Lee,20,2024,aviators
kmccracke,Kobi McCracken,28,2024,aviators
tfong,Tomas Fong,90,2024,aviators
ikawaguch,Isamu Kawaguchi,8,2024,aviators
mravanell,Milan Ravenell,89,2024,aviators
jfranklin,James Franklin,84,2024,aviators
mwildmann,Marshall Wildmann,52,2024,aviators
lgosart,Louis Gosart,62,2024,aviators
tmcgowan,Teddy McGowan,16,2024,aviators
arueda,Antonio Rueda,24,2024,steel
ataylor2,Avi Taylor,0,2024,steel
bthoennes,Ben Thoennes,2,2024,steel
ccampbell1,Caleb Campbell,69,2024,steel
ceustis,Cole Eustis,7,2024,steel
cstillwel,Conner Stillwell,6,2024,steel
dbaumgart,Dan Baumgartner,36,2024,steel
fmoren,Felix Moren,5,2024,steel
jmoore1,Josh Moore,12,2024,steel
llavoie,Landon Lavoie,21,2024,steel
lhenry,Lucas Henry,82,2024,steel
nknutson,Nate Knutson,17,2024,steel
nredmond,Nick Redmond,41,2024,steel
pbuermeye,Patrick Buermeyer,62,2024,steel
sradlauer,Scott Radlauer,4,2024,steel
qbuermeye,Quinn Buermeyer,10,2024,steel
jsnyder,Jon Snyder,11,2024,steel
ballahdad,Bram Allahdadi,33,2024,steel
dbarram,David Barram,3,2024,steel
dmcnally,Duncan McNally,13,2024,steel
ewarner1,Emmett Warner,18,2024,steel
hwayte,Henry Wayte,31,2024,steel
jsaunt,Julian Saunt,23,2024,steel
kcombs,Kaenan Combs,8,2024,steel
zheiden,Zach Heiden,45,2024,steel
tschaidhe,Theo Schaid Hefley,42,2024,steel
slatarski,Spencer Latarski,21,2024,steel
cnewby,Caeden Newby,16,2024,steel
ndahms,Nicholas Dahms,14,2024,steel
jcarol,Jackson Carol,35,2024,steel
opoissant,Owen Poissant,1,2024,steel
wdillende,Will Dillender-Kinast,99,2024,steel
martis,Martis Artis,6,2024,steel
tperston,Timmy Perston,68,2024,steel
enardelli,Eric Nardelli,99,2024,phoenix
czaleski,Christopher Zaleski,0,2024,phoenix
bpastor,Brandon Pastor,1,2024,phoenix
gmartin,Greg Martin,4,2024,phoenix
mcampanel,Mike Campanella,5,2024,phoenix
mtrifilli,Max Trifillis,7,2024,phoenix
tdegirola,Tyler DeGirolamo,8,2024,phoenix
nlong,Nate Long,9,2024,phoenix
aprato,Anthony Prato,11,2024,phoenix
dsuvorov,Dmitry Suvorov,12,2024,phoenix
ewitmer,Eric Witmer,13,2024,phoenix
mphilipso,Mark Philipson,14,2024,phoenix
jpollard,James Pollard,17,2024,phoenix
gabrahams,Gavin Abrahamsson,19,2024,phoenix
athorne,Alex Thorne,21,2024,phoenix
jrhyne,Jordan Rhyne,22,2024,phoenix
amichel,Allan Michel,23,2024,phoenix
nlittle,Nate Little,25,2024,phoenix
jkeller,Justin Keller,27,2024,phoenix
lwarren,Leo Warren,28,2024,phoenix
dperry,David Perry,32,2024,phoenix
ctrisolin,Calvin Trisolini,33,2024,phoenix
idietrich,Ian Dietrich,35,2024,phoenix
eholmgren,Ethan Holmgren,36,2024,phoenix
mhanna,Matt Hanna,39,2024,phoenix
sheyman,Scott Heyman,44,2024,phoenix
smott,Sean Mott,81,2024,phoenix
powens,Paul Owens,88,2024,phoenix
arodrigue,Andres Rodriguez,95,2024,phoenix
tgriesman,Trevor Griesman,16,2024,phoenix
mmaroon,Michael Maroon,6,2024,phoenix
kchunmoy,Kainoa Chun-Moy,93,2024,phoenix
mkrauss,Matt Krauss,77,2024,phoenix
pcauchy,Peter  Cauchy,3,2024,phoenix
mgazzerro,Mark Gazzerro,15,2024,phoenix
jmiller,Jacob Miller,0,2024,shred
nhuff,Nathan Huff,1,2024,shred
cyorgason,Chad Yorgason,6,2024,shred
lyorgason,Luke Yorgason,2,2024,shred
myorgason,McKay Yorgason,10,2024,shred
dterry,Devon Terry,4,2024,shred
sconnole,Sean Connole,7,2024,shred
wselfridg,Will Selfridge,8,2024,shred
bashton,Ben Ashton,12,2024,shred
jduennebe,Jace Duennebeil,22,2024,shred
tmounga,Tony Mounga,23,2024,shred
jhoffman,Jonny Hoffman,24,2024,shred
glindsley,Grant Lindsley,30,2024,shred
kweinberg,Kyle Weinberg,34,2024,shred
ejaime,Elijah Jaime,55,2024,shred
jkerr,Jordan Kerr,66,2024,shred
elheureux,Eugene L'Heureux,89,2024,shred
smcdonald,Sean McDonald,11,2024,shred
jjahnke,Jacob Jahnke,21,2024,shred
zburnside,Zach Burnside,14,2024,shred
poyler,Porter Oyler,17,2024,shred
csmith2,Chase Smith,38,2024,shred
aforsberg,Alex Forsberg,25,2024,shred
tbarton,Taylor Barton,97,2024,shred
bfield,Ben Field,9,2024,shred
jmerrill,Joe Merrill,40,2024,shred
obrown,Oscar Brown,3,2024,shred
mjamison,Matt Jamison,32,2024,shred
jmckeen,Jason McKeen,64,2024,shred
jmecham,Justin Mecham,13,2024,shred
grettburg,Grayson Rettburg,99,2024,shred
ttaylor,Trey Taylor,5,2024,shred
zwolfe,Zach Wolfe,20,2024,shred
mrussnogl,Matt Russnogle,18,2024,shred
sdastrup,Simon Dastrup,61,2024,shred
jhanni,John Hanni,19,2024,shred
bbergmeie,Bret Bergmeier,0,2024,windchill
